Location,Count,Max,Timestamp
Nick Level 1 Fitness,66,150,2024-02-06 17:46:14
Nick Level 2 Fitness,58,100,2024-02-06 17:46:14
Nick Level 3 Fitness,150,200,2024-02-06 17:46:14
Nick Power House,71,140,2024-02-06 17:46:14
Nick Track,30,100,2024-02-06 17:46:14
Soderholm Family Aquatic Center,20,230,2024-02-06 17:46:14
Nick Courts 1 & 2,0,250,2024-02-06 17:46:14
Nick Courts 3-6,64,500,2024-02-06 17:46:14
Nick Courts 7 & 8,30,250,2024-02-06 17:46:14
Level 1 Fitness,55,130,2024-02-06 17:46:28
Level 2 Fitness,24,65,2024-02-06 17:46:28
Level 3 Fitness,67,246,2024-02-06 17:46:28
Level 4 Fitness,20,75,2024-02-06 17:46:28
Bakke Track,12,100,2024-02-06 17:46:28
Courts 1&2,14,250,2024-02-06 17:46:28
Courts 3&4,5,250,2024-02-06 17:46:28
Courts 5-8,28,500,2024-02-06 17:46:28
Orbit,22,46,2024-02-06 17:46:28
Willow Room,2,27,2024-02-06 17:46:28
Cove Pool,7,116,2024-02-06 17:46:28
Mount Mendota,21,39,2024-02-06 17:46:28
Skybox Suites,3,18,2024-02-06 17:46:28
SubZero Ice Center,,,2024-02-06 17:46:28
Nick Level 1 Fitness,66,150,2024-02-06 18:06:41
Nick Level 2 Fitness,58,100,2024-02-06 18:06:41
Nick Level 3 Fitness,150,200,2024-02-06 18:06:41
Nick Power House,71,140,2024-02-06 18:06:41
Nick Track,30,100,2024-02-06 18:06:41
Soderholm Family Aquatic Center,20,230,2024-02-06 18:06:41
Nick Courts 1 & 2,0,250,2024-02-06 18:06:41
Nick Courts 3-6,64,500,2024-02-06 18:06:41
Nick Courts 7 & 8,30,250,2024-02-06 18:06:41
Level 1 Fitness,55,130,2024-02-06 18:06:55
Level 2 Fitness,24,65,2024-02-06 18:06:55
Level 3 Fitness,67,246,2024-02-06 18:06:55
Level 4 Fitness,20,75,2024-02-06 18:06:55
Bakke Track,12,100,2024-02-06 18:06:55
Courts 1&2,14,250,2024-02-06 18:06:55
Courts 3&4,5,250,2024-02-06 18:06:55
Courts 5-8,28,500,2024-02-06 18:06:55
Orbit,22,46,2024-02-06 18:06:55
Willow Room,2,27,2024-02-06 18:06:55
Cove Pool,7,116,2024-02-06 18:06:55
Mount Mendota,21,39,2024-02-06 18:06:55
Skybox Suites,3,18,2024-02-06 18:06:55
SubZero Ice Center,,,2024-02-06 18:06:55
Nick Level 1 Fitness,66,150,2024-02-06 18:27:09
Nick Level 2 Fitness,58,100,2024-02-06 18:27:09
Nick Level 3 Fitness,150,200,2024-02-06 18:27:09
Nick Power House,71,140,2024-02-06 18:27:09
Nick Track,30,100,2024-02-06 18:27:09
Soderholm Family Aquatic Center,20,230,2024-02-06 18:27:09
Nick Courts 1 & 2,0,250,2024-02-06 18:27:09
Nick Courts 3-6,64,500,2024-02-06 18:27:09
Nick Courts 7 & 8,30,250,2024-02-06 18:27:09
Level 1 Fitness,55,130,2024-02-06 18:27:22
Level 2 Fitness,24,65,2024-02-06 18:27:22
Level 3 Fitness,67,246,2024-02-06 18:27:22
Level 4 Fitness,20,75,2024-02-06 18:27:22
Bakke Track,12,100,2024-02-06 18:27:22
Courts 1&2,14,250,2024-02-06 18:27:22
Courts 3&4,5,250,2024-02-06 18:27:22
Courts 5-8,28,500,2024-02-06 18:27:22
Orbit,22,46,2024-02-06 18:27:22
Willow Room,2,27,2024-02-06 18:27:22
Cove Pool,7,116,2024-02-06 18:27:22
Mount Mendota,21,39,2024-02-06 18:27:22
Skybox Suites,3,18,2024-02-06 18:27:22
SubZero Ice Center,,,2024-02-06 18:27:22
Nick Level 1 Fitness,66,150,2024-02-06 18:47:36
Nick Level 2 Fitness,58,100,2024-02-06 18:47:36
Nick Level 3 Fitness,150,200,2024-02-06 18:47:36
Nick Power House,71,140,2024-02-06 18:47:36
Nick Track,30,100,2024-02-06 18:47:36
Soderholm Family Aquatic Center,20,230,2024-02-06 18:47:36
Nick Courts 1 & 2,0,250,2024-02-06 18:47:36
Nick Courts 3-6,64,500,2024-02-06 18:47:36
Nick Courts 7 & 8,30,250,2024-02-06 18:47:36
Level 1 Fitness,56,130,2024-02-06 18:47:49
Level 2 Fitness,18,65,2024-02-06 18:47:49
Level 3 Fitness,64,246,2024-02-06 18:47:49
Level 4 Fitness,25,75,2024-02-06 18:47:49
Bakke Track,13,100,2024-02-06 18:47:49
Courts 1&2,19,250,2024-02-06 18:47:49
Courts 3&4,3,250,2024-02-06 18:47:49
Courts 5-8,22,500,2024-02-06 18:47:49
Orbit,21,46,2024-02-06 18:47:49
Willow Room,0,27,2024-02-06 18:47:49
Cove Pool,8,116,2024-02-06 18:47:49
Mount Mendota,26,39,2024-02-06 18:47:49
Skybox Suites,11,18,2024-02-06 18:47:49
SubZero Ice Center,,,2024-02-06 18:47:49
Nick Level 1 Fitness,57,150,2024-02-06 19:08:03
Nick Level 2 Fitness,48,100,2024-02-06 19:08:03
Nick Level 3 Fitness,139,200,2024-02-06 19:08:03
Nick Power House,71,140,2024-02-06 19:08:03
Nick Track,48,100,2024-02-06 19:08:03
Soderholm Family Aquatic Center,25,230,2024-02-06 19:08:03
Nick Courts 1 & 2,,,2024-02-06 19:08:03
Nick Courts 3-6,42,500,2024-02-06 19:08:03
Nick Courts 7 & 8,30,250,2024-02-06 19:08:03
Level 1 Fitness,56,130,2024-02-06 19:08:17
Level 2 Fitness,18,65,2024-02-06 19:08:17
Level 3 Fitness,64,246,2024-02-06 19:08:17
Level 4 Fitness,25,75,2024-02-06 19:08:17
Bakke Track,13,100,2024-02-06 19:08:17
Courts 1&2,19,250,2024-02-06 19:08:17
Courts 3&4,3,250,2024-02-06 19:08:17
Courts 5-8,22,500,2024-02-06 19:08:17
Orbit,21,46,2024-02-06 19:08:17
Willow Room,0,27,2024-02-06 19:08:17
Cove Pool,8,116,2024-02-06 19:08:17
Mount Mendota,26,39,2024-02-06 19:08:17
Skybox Suites,11,18,2024-02-06 19:08:17
SubZero Ice Center,,,2024-02-06 19:08:17
Nick Level 1 Fitness,57,150,2024-02-06 19:28:30
Nick Level 2 Fitness,48,100,2024-02-06 19:28:30
Nick Level 3 Fitness,139,200,2024-02-06 19:28:30
Nick Power House,71,140,2024-02-06 19:28:30
Nick Track,48,100,2024-02-06 19:28:30
Soderholm Family Aquatic Center,25,230,2024-02-06 19:28:30
Nick Courts 1 & 2,,,2024-02-06 19:28:30
Nick Courts 3-6,42,500,2024-02-06 19:28:30
Nick Courts 7 & 8,30,250,2024-02-06 19:28:30
Level 1 Fitness,56,130,2024-02-06 19:28:44
Level 2 Fitness,20,65,2024-02-06 19:28:44
Level 3 Fitness,61,246,2024-02-06 19:28:44
Level 4 Fitness,20,75,2024-02-06 19:28:44
Bakke Track,13,100,2024-02-06 19:28:44
Courts 1&2,19,250,2024-02-06 19:28:44
Courts 3&4,3,250,2024-02-06 19:28:44
Courts 5-8,21,500,2024-02-06 19:28:44
Orbit,21,46,2024-02-06 19:28:44
Willow Room,0,27,2024-02-06 19:28:44
Cove Pool,8,116,2024-02-06 19:28:44
Mount Mendota,26,39,2024-02-06 19:28:44
Skybox Suites,9,18,2024-02-06 19:28:44
SubZero Ice Center,,,2024-02-06 19:28:44
Nick Level 1 Fitness,46,150,2024-02-06 19:48:57
Nick Level 2 Fitness,50,100,2024-02-06 19:48:57
Nick Level 3 Fitness,119,200,2024-02-06 19:48:57
Nick Power House,63,140,2024-02-06 19:48:57
Nick Track,35,100,2024-02-06 19:48:57
Soderholm Family Aquatic Center,25,230,2024-02-06 19:48:57
Nick Courts 1 & 2,,,2024-02-06 19:48:57
Nick Courts 3-6,48,500,2024-02-06 19:48:57
Nick Courts 7 & 8,30,250,2024-02-06 19:48:57
Level 1 Fitness,56,130,2024-02-06 19:49:11
Level 2 Fitness,20,65,2024-02-06 19:49:11
Level 3 Fitness,61,246,2024-02-06 19:49:11
Level 4 Fitness,20,75,2024-02-06 19:49:11
Bakke Track,13,100,2024-02-06 19:49:11
Courts 1&2,19,250,2024-02-06 19:49:11
Courts 3&4,3,250,2024-02-06 19:49:11
Courts 5-8,21,500,2024-02-06 19:49:11
Orbit,21,46,2024-02-06 19:49:11
Willow Room,0,27,2024-02-06 19:49:11
Cove Pool,8,116,2024-02-06 19:49:11
Mount Mendota,26,39,2024-02-06 19:49:11
Skybox Suites,9,18,2024-02-06 19:49:11
SubZero Ice Center,,,2024-02-06 19:49:11
Nick Level 1 Fitness,46,150,2024-02-06 20:09:24
Nick Level 2 Fitness,50,100,2024-02-06 20:09:24
Nick Level 3 Fitness,119,200,2024-02-06 20:09:24
Nick Power House,63,140,2024-02-06 20:09:24
Nick Track,35,100,2024-02-06 20:09:24
Soderholm Family Aquatic Center,25,230,2024-02-06 20:09:24
Nick Courts 1 & 2,,,2024-02-06 20:09:24
Nick Courts 3-6,48,500,2024-02-06 20:09:24
Nick Courts 7 & 8,30,250,2024-02-06 20:09:24
Level 1 Fitness,56,130,2024-02-06 20:09:38
Level 2 Fitness,20,65,2024-02-06 20:09:38
Level 3 Fitness,61,246,2024-02-06 20:09:38
Level 4 Fitness,20,75,2024-02-06 20:09:38
Bakke Track,13,100,2024-02-06 20:09:38
Courts 1&2,19,250,2024-02-06 20:09:38
Courts 3&4,3,250,2024-02-06 20:09:38
Courts 5-8,21,500,2024-02-06 20:09:38
Orbit,21,46,2024-02-06 20:09:38
Willow Room,0,27,2024-02-06 20:09:38
Cove Pool,8,116,2024-02-06 20:09:38
Mount Mendota,26,39,2024-02-06 20:09:38
Skybox Suites,9,18,2024-02-06 20:09:38
SubZero Ice Center,,,2024-02-06 20:09:38
Nick Level 1 Fitness,46,150,2024-02-06 20:29:51
Nick Level 2 Fitness,50,100,2024-02-06 20:29:51
Nick Level 3 Fitness,119,200,2024-02-06 20:29:51
Nick Power House,63,140,2024-02-06 20:29:51
Nick Track,35,100,2024-02-06 20:29:51
Soderholm Family Aquatic Center,25,230,2024-02-06 20:29:51
Nick Courts 1 & 2,,,2024-02-06 20:29:51
Nick Courts 3-6,48,500,2024-02-06 20:29:51
Nick Courts 7 & 8,30,250,2024-02-06 20:29:51
Level 1 Fitness,48,130,2024-02-06 20:30:05
Level 2 Fitness,19,65,2024-02-06 20:30:05
Level 3 Fitness,43,246,2024-02-06 20:30:05
Level 4 Fitness,21,75,2024-02-06 20:30:05
Bakke Track,12,100,2024-02-06 20:30:05
Courts 1&2,21,250,2024-02-06 20:30:05
Courts 3&4,,,2024-02-06 20:30:05
Courts 5-8,19,500,2024-02-06 20:30:05
Orbit,17,46,2024-02-06 20:30:05
Willow Room,0,27,2024-02-06 20:30:05
Cove Pool,6,116,2024-02-06 20:30:05
Mount Mendota,15,39,2024-02-06 20:30:05
Skybox Suites,4,18,2024-02-06 20:30:05
SubZero Ice Center,,,2024-02-06 20:30:05
Nick Level 1 Fitness,46,150,2024-02-06 20:50:18
Nick Level 2 Fitness,49,100,2024-02-06 20:50:18
Nick Level 3 Fitness,102,200,2024-02-06 20:50:18
Nick Power House,55,140,2024-02-06 20:50:18
Nick Track,30,100,2024-02-06 20:50:18
Soderholm Family Aquatic Center,20,230,2024-02-06 20:50:18
Nick Courts 1 & 2,,,2024-02-06 20:50:18
Nick Courts 3-6,44,500,2024-02-06 20:50:18
Nick Courts 7 & 8,38,250,2024-02-06 20:50:18
Level 1 Fitness,48,130,2024-02-06 20:50:32
Level 2 Fitness,19,65,2024-02-06 20:50:32
Level 3 Fitness,43,246,2024-02-06 20:50:32
Level 4 Fitness,21,75,2024-02-06 20:50:32
Bakke Track,12,100,2024-02-06 20:50:32
Courts 1&2,21,250,2024-02-06 20:50:32
Courts 3&4,,,2024-02-06 20:50:32
Courts 5-8,19,500,2024-02-06 20:50:32
Orbit,17,46,2024-02-06 20:50:32
Willow Room,0,27,2024-02-06 20:50:32
Cove Pool,6,116,2024-02-06 20:50:32
Mount Mendota,15,39,2024-02-06 20:50:32
Skybox Suites,4,18,2024-02-06 20:50:32
SubZero Ice Center,,,2024-02-06 20:50:32
Nick Level 1 Fitness,46,150,2024-02-06 21:10:46
Nick Level 2 Fitness,49,100,2024-02-06 21:10:46
Nick Level 3 Fitness,102,200,2024-02-06 21:10:46
Nick Power House,55,140,2024-02-06 21:10:46
Nick Track,30,100,2024-02-06 21:10:46
Soderholm Family Aquatic Center,20,230,2024-02-06 21:10:46
Nick Courts 1 & 2,,,2024-02-06 21:10:46
Nick Courts 3-6,44,500,2024-02-06 21:10:46
Nick Courts 7 & 8,38,250,2024-02-06 21:10:46
Level 1 Fitness,48,130,2024-02-06 21:10:59
Level 2 Fitness,19,65,2024-02-06 21:10:59
Level 3 Fitness,43,246,2024-02-06 21:10:59
Level 4 Fitness,21,75,2024-02-06 21:10:59
Bakke Track,12,100,2024-02-06 21:10:59
Courts 1&2,21,250,2024-02-06 21:10:59
Courts 3&4,,,2024-02-06 21:10:59
Courts 5-8,19,500,2024-02-06 21:10:59
Orbit,17,46,2024-02-06 21:10:59
Willow Room,0,27,2024-02-06 21:10:59
Cove Pool,6,116,2024-02-06 21:10:59
Mount Mendota,15,39,2024-02-06 21:10:59
Skybox Suites,4,18,2024-02-06 21:10:59
SubZero Ice Center,,,2024-02-06 21:10:59
Nick Level 1 Fitness,46,150,2024-02-06 21:31:13
Nick Level 2 Fitness,49,100,2024-02-06 21:31:13
Nick Level 3 Fitness,102,200,2024-02-06 21:31:13
Nick Power House,55,140,2024-02-06 21:31:13
Nick Track,30,100,2024-02-06 21:31:13
Soderholm Family Aquatic Center,20,230,2024-02-06 21:31:13
Nick Courts 1 & 2,,,2024-02-06 21:31:13
Nick Courts 3-6,44,500,2024-02-06 21:31:13
Nick Courts 7 & 8,38,250,2024-02-06 21:31:13
Level 1 Fitness,48,130,2024-02-06 21:31:26
Level 2 Fitness,19,65,2024-02-06 21:31:26
Level 3 Fitness,43,246,2024-02-06 21:31:26
Level 4 Fitness,21,75,2024-02-06 21:31:26
Bakke Track,12,100,2024-02-06 21:31:26
Courts 1&2,21,250,2024-02-06 21:31:26
Courts 3&4,,,2024-02-06 21:31:26
Courts 5-8,19,500,2024-02-06 21:31:26
Orbit,17,46,2024-02-06 21:31:26
Willow Room,0,27,2024-02-06 21:31:26
Cove Pool,6,116,2024-02-06 21:31:26
Mount Mendota,15,39,2024-02-06 21:31:26
Skybox Suites,4,18,2024-02-06 21:31:26
SubZero Ice Center,,,2024-02-06 21:31:26
Nick Level 1 Fitness,45,150,2024-02-06 21:51:40
Nick Level 2 Fitness,40,100,2024-02-06 21:51:40
Nick Level 3 Fitness,98,200,2024-02-06 21:51:40
Nick Power House,48,140,2024-02-06 21:51:40
Nick Track,28,100,2024-02-06 21:51:40
Soderholm Family Aquatic Center,13,230,2024-02-06 21:51:40
Nick Courts 1 & 2,,,2024-02-06 21:51:40
Nick Courts 3-6,36,500,2024-02-06 21:51:40
Nick Courts 7 & 8,30,250,2024-02-06 21:51:40
Level 1 Fitness,30,130,2024-02-06 21:51:53
Level 2 Fitness,8,65,2024-02-06 21:51:53
Level 3 Fitness,40,246,2024-02-06 21:51:53
Level 4 Fitness,13,75,2024-02-06 21:51:53
Bakke Track,8,100,2024-02-06 21:51:53
Courts 1&2,,,2024-02-06 21:51:53
Courts 3&4,,,2024-02-06 21:51:53
Courts 5-8,36,500,2024-02-06 21:51:53
Orbit,10,46,2024-02-06 21:51:53
Willow Room,0,27,2024-02-06 21:51:53
Cove Pool,,,2024-02-06 21:51:53
Mount Mendota,5,39,2024-02-06 21:51:53
Skybox Suites,4,18,2024-02-06 21:51:53
SubZero Ice Center,,,2024-02-06 21:51:53
Nick Level 1 Fitness,45,150,2024-02-06 22:12:07
Nick Level 2 Fitness,40,100,2024-02-06 22:12:07
Nick Level 3 Fitness,98,200,2024-02-06 22:12:07
Nick Power House,48,140,2024-02-06 22:12:07
Nick Track,28,100,2024-02-06 22:12:07
Soderholm Family Aquatic Center,13,230,2024-02-06 22:12:07
Nick Courts 1 & 2,,,2024-02-06 22:12:07
Nick Courts 3-6,36,500,2024-02-06 22:12:07
Nick Courts 7 & 8,30,250,2024-02-06 22:12:07
Level 1 Fitness,30,130,2024-02-06 22:12:21
Level 2 Fitness,8,65,2024-02-06 22:12:21
Level 3 Fitness,40,246,2024-02-06 22:12:21
Level 4 Fitness,13,75,2024-02-06 22:12:21
Bakke Track,8,100,2024-02-06 22:12:21
Courts 1&2,,,2024-02-06 22:12:21
Courts 3&4,,,2024-02-06 22:12:21
Courts 5-8,36,500,2024-02-06 22:12:21
Orbit,10,46,2024-02-06 22:12:21
Willow Room,0,27,2024-02-06 22:12:21
Cove Pool,,,2024-02-06 22:12:21
Mount Mendota,5,39,2024-02-06 22:12:21
Skybox Suites,4,18,2024-02-06 22:12:21
SubZero Ice Center,,,2024-02-06 22:12:21
Nick Level 1 Fitness,45,150,2024-02-06 22:32:34
Nick Level 2 Fitness,40,100,2024-02-06 22:32:34
Nick Level 3 Fitness,98,200,2024-02-06 22:32:34
Nick Power House,48,140,2024-02-06 22:32:34
Nick Track,28,100,2024-02-06 22:32:34
Soderholm Family Aquatic Center,13,230,2024-02-06 22:32:34
Nick Courts 1 & 2,,,2024-02-06 22:32:34
Nick Courts 3-6,36,500,2024-02-06 22:32:34
Nick Courts 7 & 8,30,250,2024-02-06 22:32:34
Level 1 Fitness,25,130,2024-02-06 22:32:48
Level 2 Fitness,8,65,2024-02-06 22:32:48
Level 3 Fitness,33,246,2024-02-06 22:32:48
Level 4 Fitness,13,75,2024-02-06 22:32:48
Bakke Track,8,100,2024-02-06 22:32:48
Courts 1&2,,,2024-02-06 22:32:48
Courts 3&4,,,2024-02-06 22:32:48
Courts 5-8,24,500,2024-02-06 22:32:48
Orbit,15,46,2024-02-06 22:32:48
Willow Room,1,27,2024-02-06 22:32:48
Cove Pool,,,2024-02-06 22:32:48
Mount Mendota,,,2024-02-06 22:32:48
Skybox Suites,3,18,2024-02-06 22:32:48
SubZero Ice Center,,,2024-02-06 22:32:48
Nick Level 1 Fitness,38,150,2024-02-06 22:53:01
Nick Level 2 Fitness,29,100,2024-02-06 22:53:01
Nick Level 3 Fitness,77,200,2024-02-06 22:53:01
Nick Power House,51,140,2024-02-06 22:53:01
Nick Track,15,100,2024-02-06 22:53:01
Soderholm Family Aquatic Center,7,230,2024-02-06 22:53:01
Nick Courts 1 & 2,,,2024-02-06 22:53:01
Nick Courts 3-6,45,500,2024-02-06 22:53:01
Nick Courts 7 & 8,25,250,2024-02-06 22:53:01
Level 1 Fitness,25,130,2024-02-06 22:53:15
Level 2 Fitness,8,65,2024-02-06 22:53:15
Level 3 Fitness,33,246,2024-02-06 22:53:15
Level 4 Fitness,13,75,2024-02-06 22:53:15
Bakke Track,8,100,2024-02-06 22:53:15
Courts 1&2,,,2024-02-06 22:53:15
Courts 3&4,,,2024-02-06 22:53:15
Courts 5-8,24,500,2024-02-06 22:53:15
Orbit,15,46,2024-02-06 22:53:15
Willow Room,1,27,2024-02-06 22:53:15
Cove Pool,,,2024-02-06 22:53:15
Mount Mendota,,,2024-02-06 22:53:15
Skybox Suites,3,18,2024-02-06 22:53:15
SubZero Ice Center,,,2024-02-06 22:53:15
Nick Level 1 Fitness,38,150,2024-02-06 23:13:28
Nick Level 2 Fitness,29,100,2024-02-06 23:13:28
Nick Level 3 Fitness,77,200,2024-02-06 23:13:28
Nick Power House,51,140,2024-02-06 23:13:28
Nick Track,15,100,2024-02-06 23:13:28
Soderholm Family Aquatic Center,7,230,2024-02-06 23:13:28
Nick Courts 1 & 2,,,2024-02-06 23:13:28
Nick Courts 3-6,45,500,2024-02-06 23:13:28
Nick Courts 7 & 8,25,250,2024-02-06 23:13:28
Level 1 Fitness,25,130,2024-02-06 23:13:42
Level 2 Fitness,8,65,2024-02-06 23:13:42
Level 3 Fitness,33,246,2024-02-06 23:13:42
Level 4 Fitness,13,75,2024-02-06 23:13:42
Bakke Track,8,100,2024-02-06 23:13:42
Courts 1&2,,,2024-02-06 23:13:42
Courts 3&4,,,2024-02-06 23:13:42
Courts 5-8,24,500,2024-02-06 23:13:42
Orbit,15,46,2024-02-06 23:13:42
Willow Room,1,27,2024-02-06 23:13:42
Cove Pool,,,2024-02-06 23:13:42
Mount Mendota,,,2024-02-06 23:13:42
Skybox Suites,3,18,2024-02-06 23:13:42
SubZero Ice Center,,,2024-02-06 23:13:42
Nick Level 1 Fitness,38,150,2024-02-06 23:33:55
Nick Level 2 Fitness,29,100,2024-02-06 23:33:55
Nick Level 3 Fitness,77,200,2024-02-06 23:33:55
Nick Power House,51,140,2024-02-06 23:33:55
Nick Track,15,100,2024-02-06 23:33:55
Soderholm Family Aquatic Center,7,230,2024-02-06 23:33:55
Nick Courts 1 & 2,,,2024-02-06 23:33:55
Nick Courts 3-6,45,500,2024-02-06 23:33:55
Nick Courts 7 & 8,25,250,2024-02-06 23:33:55
Level 1 Fitness,16,130,2024-02-06 23:34:08
Level 2 Fitness,6,65,2024-02-06 23:34:08
Level 3 Fitness,14,246,2024-02-06 23:34:08
Level 4 Fitness,2,75,2024-02-06 23:34:08
Bakke Track,3,100,2024-02-06 23:34:08
Courts 1&2,,,2024-02-06 23:34:08
Courts 3&4,,,2024-02-06 23:34:08
Courts 5-8,13,500,2024-02-06 23:34:08
Orbit,4,46,2024-02-06 23:34:08
Willow Room,0,27,2024-02-06 23:34:08
Cove Pool,,,2024-02-06 23:34:08
Mount Mendota,,,2024-02-06 23:34:08
Skybox Suites,0,18,2024-02-06 23:34:08
SubZero Ice Center,,,2024-02-06 23:34:08
Nick Level 1 Fitness,21,150,2024-02-06 23:54:22
Nick Level 2 Fitness,12,100,2024-02-06 23:54:22
Nick Level 3 Fitness,44,200,2024-02-06 23:54:22
Nick Power House,22,140,2024-02-06 23:54:22
Nick Track,9,100,2024-02-06 23:54:22
Soderholm Family Aquatic Center,,,2024-02-06 23:54:22
Nick Courts 1 & 2,,,2024-02-06 23:54:22
Nick Courts 3-6,32,500,2024-02-06 23:54:22
Nick Courts 7 & 8,18,250,2024-02-06 23:54:22
Level 1 Fitness,16,130,2024-02-06 23:54:35
Level 2 Fitness,6,65,2024-02-06 23:54:35
Level 3 Fitness,14,246,2024-02-06 23:54:35
Level 4 Fitness,2,75,2024-02-06 23:54:35
Bakke Track,3,100,2024-02-06 23:54:35
Courts 1&2,,,2024-02-06 23:54:35
Courts 3&4,,,2024-02-06 23:54:35
Courts 5-8,13,500,2024-02-06 23:54:35
Orbit,4,46,2024-02-06 23:54:35
Willow Room,0,27,2024-02-06 23:54:35
Cove Pool,,,2024-02-06 23:54:35
Mount Mendota,,,2024-02-06 23:54:35
Skybox Suites,0,18,2024-02-06 23:54:35
SubZero Ice Center,,,2024-02-06 23:54:35
Nick Level 1 Fitness,21,150,2024-02-07 00:14:49
Nick Level 2 Fitness,12,100,2024-02-07 00:14:49
Nick Level 3 Fitness,44,200,2024-02-07 00:14:49
Nick Power House,22,140,2024-02-07 00:14:49
Nick Track,9,100,2024-02-07 00:14:49
Soderholm Family Aquatic Center,,,2024-02-07 00:14:49
Nick Courts 1 & 2,,,2024-02-07 00:14:49
Nick Courts 3-6,32,500,2024-02-07 00:14:49
Nick Courts 7 & 8,18,250,2024-02-07 00:14:49
Level 1 Fitness,16,130,2024-02-07 00:15:02
Level 2 Fitness,6,65,2024-02-07 00:15:02
Level 3 Fitness,14,246,2024-02-07 00:15:02
Level 4 Fitness,2,75,2024-02-07 00:15:02
Bakke Track,3,100,2024-02-07 00:15:02
Courts 1&2,,,2024-02-07 00:15:02
Courts 3&4,,,2024-02-07 00:15:02
Courts 5-8,13,500,2024-02-07 00:15:02
Orbit,4,46,2024-02-07 00:15:02
Willow Room,0,27,2024-02-07 00:15:02
Cove Pool,,,2024-02-07 00:15:02
Mount Mendota,,,2024-02-07 00:15:02
Skybox Suites,0,18,2024-02-07 00:15:02
SubZero Ice Center,,,2024-02-07 00:15:02
Nick Level 1 Fitness,21,150,2024-02-07 00:35:16
Nick Level 2 Fitness,12,100,2024-02-07 00:35:16
Nick Level 3 Fitness,44,200,2024-02-07 00:35:16
Nick Power House,22,140,2024-02-07 00:35:16
Nick Track,9,100,2024-02-07 00:35:16
Soderholm Family Aquatic Center,,,2024-02-07 00:35:16
Nick Courts 1 & 2,,,2024-02-07 00:35:16
Nick Courts 3-6,32,500,2024-02-07 00:35:16
Nick Courts 7 & 8,18,250,2024-02-07 00:35:16
Level 1 Fitness,16,130,2024-02-07 00:35:30
Level 2 Fitness,6,65,2024-02-07 00:35:30
Level 3 Fitness,14,246,2024-02-07 00:35:30
Level 4 Fitness,2,75,2024-02-07 00:35:30
Bakke Track,3,100,2024-02-07 00:35:30
Courts 1&2,,,2024-02-07 00:35:30
Courts 3&4,,,2024-02-07 00:35:30
Courts 5-8,13,500,2024-02-07 00:35:30
Orbit,4,46,2024-02-07 00:35:30
Willow Room,0,27,2024-02-07 00:35:30
Cove Pool,,,2024-02-07 00:35:30
Mount Mendota,,,2024-02-07 00:35:30
Skybox Suites,0,18,2024-02-07 00:35:30
SubZero Ice Center,,,2024-02-07 00:35:30
Nick Level 1 Fitness,21,150,2024-02-07 00:55:43
Nick Level 2 Fitness,12,100,2024-02-07 00:55:43
Nick Level 3 Fitness,44,200,2024-02-07 00:55:43
Nick Power House,22,140,2024-02-07 00:55:43
Nick Track,9,100,2024-02-07 00:55:43
Soderholm Family Aquatic Center,,,2024-02-07 00:55:43
Nick Courts 1 & 2,,,2024-02-07 00:55:43
Nick Courts 3-6,32,500,2024-02-07 00:55:43
Nick Courts 7 & 8,18,250,2024-02-07 00:55:43
Level 1 Fitness,16,130,2024-02-07 00:55:57
Level 2 Fitness,6,65,2024-02-07 00:55:57
Level 3 Fitness,14,246,2024-02-07 00:55:57
Level 4 Fitness,2,75,2024-02-07 00:55:57
Bakke Track,3,100,2024-02-07 00:55:57
Courts 1&2,,,2024-02-07 00:55:57
Courts 3&4,,,2024-02-07 00:55:57
Courts 5-8,13,500,2024-02-07 00:55:57
Orbit,4,46,2024-02-07 00:55:57
Willow Room,0,27,2024-02-07 00:55:57
Cove Pool,,,2024-02-07 00:55:57
Mount Mendota,,,2024-02-07 00:55:57
Skybox Suites,0,18,2024-02-07 00:55:57
SubZero Ice Center,,,2024-02-07 00:55:57
Nick Level 1 Fitness,21,150,2024-02-07 01:16:11
Nick Level 2 Fitness,12,100,2024-02-07 01:16:11
Nick Level 3 Fitness,44,200,2024-02-07 01:16:11
Nick Power House,22,140,2024-02-07 01:16:11
Nick Track,9,100,2024-02-07 01:16:11
Soderholm Family Aquatic Center,,,2024-02-07 01:16:11
Nick Courts 1 & 2,,,2024-02-07 01:16:11
Nick Courts 3-6,32,500,2024-02-07 01:16:11
Nick Courts 7 & 8,18,250,2024-02-07 01:16:11
Level 1 Fitness,16,130,2024-02-07 01:16:24
Level 2 Fitness,6,65,2024-02-07 01:16:24
Level 3 Fitness,14,246,2024-02-07 01:16:24
Level 4 Fitness,2,75,2024-02-07 01:16:24
Bakke Track,3,100,2024-02-07 01:16:24
Courts 1&2,,,2024-02-07 01:16:24
Courts 3&4,,,2024-02-07 01:16:24
Courts 5-8,13,500,2024-02-07 01:16:24
Orbit,4,46,2024-02-07 01:16:24
Willow Room,0,27,2024-02-07 01:16:24
Cove Pool,,,2024-02-07 01:16:24
Mount Mendota,,,2024-02-07 01:16:24
Skybox Suites,0,18,2024-02-07 01:16:24
SubZero Ice Center,,,2024-02-07 01:16:24
Nick Level 1 Fitness,21,150,2024-02-07 01:36:38
Nick Level 2 Fitness,12,100,2024-02-07 01:36:38
Nick Level 3 Fitness,44,200,2024-02-07 01:36:38
Nick Power House,22,140,2024-02-07 01:36:38
Nick Track,9,100,2024-02-07 01:36:38
